date;match;link_jp;show;arena;other_data;link_en;ID
2012.08.01;Satoshi Kojima vs Naomichi Marufuji;http://njpwworld.com/p/s_series_00197_1_5;G1 Climax Day 1;Korakuen Hall;G1 Climax Block A Match;;513
2012.08.01;Hiroyoshi Tenzan vs Kazuchika Okada;http://njpwworld.com/p/s_series_00197_1_6;G1 Climax Day 1;Korakuen Hall;G1 Climax Block B Match;;514
2012.08.01;Shinsuke Nakamura vs Tetsuya Naito;http://njpwworld.com/p/s_series_00197_1_7;G1 Climax Day 1;Korakuen Hall;G1 Climax Block B Match;;515
2012.08.01;Hiroshi Tanahashi vs Shelton Benjamin;http://njpwworld.com/p/s_series_00197_1_8;G1 Climax Day 1;Korakuen Hall;G1 Climax Block A Match;;516
2012.08.05;Kazuchika Okada vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00197_2_7;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;517
2012.08.05;Hiroshi Tanahashi vs Naomichi Marufuji;http://njpwworld.com/p/s_series_00197_2_8;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;518
2012.08.12;Hiroyoshi Tenzan vs Shinsuke Nakamura;https://njpwworld.com/p/s_series_00197_3_02;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block B Match;;519
2012.08.12;Hirooki Goto vs Tetsuya Naito;https://njpwworld.com/p/s_series_00197_3_03;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block B Match;;520
2012.08.12;Yuji Nagata vs Minoru Suzuki;https://njpwworld.com/p/s_series_00197_3_07;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;521
2012.08.12;Hiroshi Tanahashi vs Karl Anderson;https://njpwworld.com/p/s_series_00197_3_08;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;522
2012.08.12;Karl Anderson vs Kazuchika Okada;https://njpwworld.com/p/s_series_00197_3_09;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax FINAL;;523
2012.09.23;Kota Ibushi (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00198_1_4;Destruction;Kobe World Hall;IWGP Jr. Heavyweight Title;;524
2012.09.23;Hiroshi Tanahashi (c) vs Naomichi Marufuji;http://njpwworld.com/p/s_series_00198_1_6;Destruction;Kobe World Hall;IWGP Heavyweight Title;;525
2012.10.08;Kota Ibushi (c) vs Low Ki;http://njpwworld.com/p/s_series_00199_1_2;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Jr. Heavyweight Title;;526
2012.10.08;Kazuchika Okada vs Karl Anderson;http://njpwworld.com/p/s_series_00199_1_6;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP no.1 contendership;;527
2012.10.08;Shinsuke Nakamura (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00199_1_7;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Intercontiental Title;;528
2012.10.08;Hiroshi Tanahashi (c) vs Minoru Suzuki;http://njpwworld.com/p/s_series_00199_1_8;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Heavyweight Title;;529
2012.11.02;Apollo 55 vs Time Splitters;http://njpwworld.com/p/s_series_00200_2_6;Road to Power Struggle;Korakuen Hall;Super Jr. Tag Tournament Final;;530
2012.11.11;Low Ki (c) vs Prince Devitt;http://njpwworld.com/p/s_series_00201_1_4;Power Struggle;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;531
2012.11.11;Kazuchika Okada vs Hirooki Goto;http://njpwworld.com/p/s_series_00201_1_6;Power Struggle;Osaka Prefectural Gym;IWGP no.1 contendership;;532
2012.11.11;Shinsuke Nakamura (c) vs Karl Anderson;http://njpwworld.com/p/s_series_00201_1_7;Power Struggle;Osaka Prefectural Gym;IWGP Intercontiental Title;;533
2012.11.11;Hiroshi Tanahashi (c) vs Yujiro Takahashi;http://njpwworld.com/p/s_series_00201_1_8;Power Struggle;Osaka Prefectural Gym;IWGP Heavyweight Title;;534
2012.12.02;Nakamura & Ishii vs Shibata & Sakuraba;http://njpwworld.com/p/s_series_00202_1_6;World Tag League Day 9;Aichi Prefectural Gym;;;535
2012.12.02;Tanahashi & KUSHIDA vs Okada & Gedo;http://njpwworld.com/p/s_series_00202_1_7;World Tag League Day 9;Aichi Prefectural Gym;;;536
2012.12.02;Sword & Guns vs K.E.S.;http://njpwworld.com/p/s_series_00202_1_8;World Tag League Day 9;Aichi Prefectural Gym;World Tag League Final;;537
2013.01.04;K.E.S. (c) vs Sword & Guns;http://njpwworld.com/p/s_series_00203_1_5;Wrestle Kingdom 7;Tokyo Dome;IWGP Heavyweight Tag Titles;;538
2013.01.04;Yuji Nagata vs Minoru Suzuki;http://njpwworld.com/p/s_series_00203_1_6;Wrestle Kingdom 7;Tokyo Dome;;;539
2013.01.04;Prince Devitt (c) vs Low Ki vs Kota Ibushi;http://njpwworld.com/p/s_series_00203_1_7;Wrestle Kingdom 7;Tokyo Dome;IWGP Jr. Heavyweight Title;;540
2013.01.04;Togi Makabe vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00203_1_9;Wrestle Kingdom 7;Tokyo Dome;;;541
2013.01.04;Shinsuke Nakamura (c) vs Kazushi Sakuraba;http://njpwworld.com/p/s_series_00203_1_10;Wrestle Kingdom 7;Tokyo Dome;IWGP Intercontinental Title;;542
2013.01.04;Hiroshi Tanahashi (c) vs Kazuchika Okada;http://njpwworld.com/p/s_series_00203_1_11;Wrestle Kingdom 7;Tokyo Dome;IWGP Heavyweight Title;;543
2013.02.10;Time Splitters (c) vs Forever Hooligans;http://njpwworld.com/p/s_series_00204_1_1;New Beginning;Hiroshima Sun Plaza;IWGP Jr. Heavyweight Tag Titles;;544
2013.02.10;Prince Devitt (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00204_1_2;New Beginning;Hiroshima Sun Plaza;IWGP Jr. Heavyweight Title;;545
2013.02.10;K.E.S. (c) vs TenKoji;http://njpwworld.com/p/s_series_00204_1_3;New Beginning;Hiroshima Sun Plaza;IWGP Heavyweight Tag Titles;;546
2013.02.10;Kazuchika Okada vs Minoru Suzuki;http://njpwworld.com/p/s_series_00204_1_7;New Beginning;Hiroshima Sun Plaza;;;547
2013.02.10;Hiroshi Tanahashi (c) vs Karl Anderson;http://njpwworld.com/p/s_series_00204_1_8;New Beginning;Hiroshima Sun Plaza;IWGP Heavyweight Title;;548
2013.03.23;Hirooki Goto vs Davey Boy Smith Jr.;http://njpwworld.com/p/s_series_00205_1_1;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Semi-Final;;549
2013.03.23;Kazuchika Okada vs Toru Yano;http://njpwworld.com/p/s_series_00205_1_2;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Semi-Final;;550
2013.03.23;Hirooki Goto vs Kazuchika Okada;http://njpwworld.com/p/s_series_00205_1_5;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Final;;551
2013.04.07;Time Splitters (c) vs Apollo 55;http://njpwworld.com/p/s_series_00206_1_1;Invasion Attack;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;552
2013.04.07;Makabe & Honma vs Tanaka & Yujiro;http://njpwworld.com/p/s_series_00206_1_2;Invasion Attack;Ryogoku Kokugikan;;;553
2013.04.07;Shinsuke Nakamura (c) vs Davey Boy Smith Jr.;http://njpwworld.com/p/s_series_00206_1_6;Invasion Attack;Ryogoku Kokugikan;IWGP Intercontinental Title;;554
2013.04.07;Kazuchika Okada (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00206_1_7;Invasion Attack;Ryogoku Kokugikan;IWGP Heavyweight Title;;555
2013.05.03;Time Splitters (c) vs Forever Hooligans;http://njpwworld.com/p/s_series_00207_1_1;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Tag Titles;;556
2013.05.03;Masato Tanaka (c) vs Tomoaki Honma;http://njpwworld.com/p/s_series_00207_1_4;Wrestling Dontaku;Fukuoka National Centre;NEVER Openweight Title;;557
2013.05.03;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00207_1_6;Wrestling Dontaku;Fukuoka National Centre;;;558
2013.05.03;Hiroshi Tanahashi vs Karl Anderson;http://njpwworld.com/p/s_series_00207_1_7;Wrestling Dontaku;Fukuoka National Centre;;;559
2013.05.03;Shinsuke Nakamura vs Shelton 'X' Benjamin;http://njpwworld.com/p/s_series_00207_1_8;Wrestling Dontaku;Fukuoka National Centre;IWGP Intercontinental Title;;560
2013.05.03;Kazuchika Okada (c) vs Minoru Suzuki;http://njpwworld.com/p/s_series_00207_1_9;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;561
2013.05.24;Ryusuke Taguchi vs Alex Koslov;http://njpwworld.com/p/s_series_00208_1_6;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;562
2013.05.24;KUSHIDA vs BUSHI;http://njpwworld.com/p/s_series_00208_1_7;BoSJ Day 1;Korakuen Hall;BoSJ Block B Match;;563
2013.05.24;Alex Shelley vs Prince Devitt;http://njpwworld.com/p/s_series_00208_1_8;BoSJ Day 1;Korakuen Hall;BoSJ BlocK A Match;;564
2013.06.09;Kenny Omega vs Prince Devitt;http://njpwworld.com/p/s_series_00208_2_3;BoSJ FINAL;Korakuen Hall;Best of the Super Jr's Semi-Final;;565
2013.06.09;Prince Devitt vs Alex Shelley;http://njpwworld.com/p/s_series_00208_2_7;BosJ FINAL;Korakuen Hall;Best of the Super Jr's Final;;566
2013.06.22;Forever Hooligans (c) vs Time Splitters;http://njpwworld.com/p/s_series_00209_1_1;DOMINION 6.22;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;567
2013.06.22;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00209_1_6;DOMINION 6.22;Osaka Prefectural Gym;;;568
2013.06.22;Hiroshi Tanahashi vs Prince Devitt;http://njpwworld.com/p/s_series_00209_1_7;DOMINION 6.22;Osaka Prefectural Gym;;;569
2013.06.22;Kazuchika Okada (c) vs Togi Makabe;http://njpwworld.com/p/s_series_00209_1_8;DOMINION 6.22;Osaka Prefectural Gym;IWGP Heavyweight Title;;570
2013.07.20;Minoru Suzuki vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00210_1_1;Kizuna Road;Akita Prefectural Gym;;;571
2013.07.20;Masato Tanaka (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00210_1_3;Kizuna Road;Akita Prefectural Gym;NEVER Openweight Title;;572
2013.07.20;La Sombra (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00210_1_4;Kizuna Road;Akita Prefectural Gym;IWGP Intercontinental Title;;573
2013.07.20;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00210_1_6;Kizuna Road;Akita Prefectural Gym;;;574
2013.07.20;Kazuchika Okada (c) vs Prince Devitt;http://njpwworld.com/p/s_series_00210_1_8;Kizuna Road;Akita Prefectural Gym;IWGP Heavyweight Title;;575
2013.08.02;Satoshi Kojima vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00211_1_5;G1 Climax Day 2;Korakuen Hall;G1 Climax Block A Match;;576
2013.08.02;Tetsuya Naito vs Kota Ibushi;http://njpwworld.com/p/s_series_00211_1_7;G1 Climax Day 2;Korakuen Hall;G1 Climax Block B Match;;577
2013.08.02;Shinsuke Nakamura vs Minoru Suzuki;http://njpwworld.com/p/s_series_00211_1_8;G1 Climax Day 2;Korakuen Hall;G1 Climax Block B Match;;578
2013.08.02;Hirooki Goto vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_1_9;G1 Climax Day 2;Korakuen Hall;G1 Climax Block A Match;;579
2013.08.02;Hiroshi Tanahashi vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00211_1_10;G1 Climax Day 2;Korakuen Hall;G1 Climax Block A Match;;580
2013.08.04;Hiroyoshi Tenzan vs Karl Anderson;http://njpwworld.com/p/s_series_00211_2_2;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;581
2013.08.04;Tomohiro Ishii vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00211_2_5;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;582
2013.08.04;Tetsuya Naito vs Minoru Suzuki;http://njpwworld.com/p/s_series_00211_2_7;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;583
2013.08.04;Hiroshi Tanahashi vs Prince Devitt;http://njpwworld.com/p/s_series_00211_2_8;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;584
2013.08.04;Togi Makabe vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_2_9;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block A Match;;585
2013.08.04;Shinsuke Nakamura vs Kota Ibushi;http://njpwworld.com/p/s_series_00211_2_10;G1 Climax Day 4;Osaka Prefectural Gym;G1 Climax Block B Match;;586
2013.08.10;Lance Archer vs Satoshi Kojima;http://njpwworld.com/p/s_series_00211_3_3;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block A Match;;587
2013.08.10;Togi Makabe vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00211_3_5;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block A Match;;588
2013.08.10;Kota Ibushi vs Minoru Suzuki;http://njpwworld.com/p/s_series_00211_3_6;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block B Match;;589
2013.08.10;Shinsuke Nakamura vs Tetsuya Naito;http://njpwworld.com/p/s_series_00211_3_7;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block B Match;;590
2013.08.10;Hiroshi Tanahashi vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_3_8;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block A Match;;591
2013.08.11;Tetsuya Naito vs Karl Anderson;https://njpwworld.com/p/s_series_00211_4_04;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block B Match;;592
2013.08.11;Lance Archer vs Davey Boy Smith Jr.;http://njpwworld.com/p/s_series_00211_4_05;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;593
2013.08.11;Satoshi Kojima vs Kazuchika Okada;http://njpwworld.com/p/s_series_00211_4_07;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;594
2013.08.11;Hiroshi Tanahashi vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00211_4_08;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;595
2013.08.11;Hiroshi Tanahashi vs Tetsuya Naito;http://njpwworld.com/p/s_series_00211_4_09;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Final;;596
2013.09.29;Hiroshi Tanahashi vs Prince Devitt;http://njpwworld.com/p/s_series_00212_1_5;Destruction;Kobe World Hall;Lumberjack Deathmatch;;597
2013.09.29;Masato Tanaka (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00212_1_6;Destruction;Kobe World Hall;NEVER Openweight Title;;598
2013.09.29;Kazuchika Okada (c) vs Satoshi Kojima;http://njpwworld.com/p/s_series_00212_1_8;Destruction;Kobe World Hall;IWGP Heavyweight Title;;599
2013.10.14;Tomohiro Ishii vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00213_1_5;King of Pro-Wrestling;Ryogoku Kokugikan;;;600
2013.10.14;Shinsuke Nakamura (c) vs Naomichi Marufuji;http://njpwworld.com/p/s_series_00213_1_8;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Intercontinental Title;;601
2013.10.14;Kazuchika Okada (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00213_1_9;King of Pro-Wrestling;Ryogoku Kokugikan;IWGP Heavyweight Title;;602
2013.11.09;Hiroshi Tanahashi vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00214_1_4;Power Struggle;Osaka Prefectural Gym;;;603
2013.11.09;Tetsuya Naito (c) vs Masato Tanaka;http://njpwworld.com/p/s_series_00214_1_5;Power Struggle;Osaka Prefectural Gym;NEVER Openweight Title;;604
2013.11.09;Shinsuke Nakamura (c) vs Minoru Suzuki;http://njpwworld.com/p/s_series_00214_1_6;Power Struggle;Osaka Prefectural Gym;IWGP Intercontinental Title;;605
2013.11.09;Kazuchika Okada (c) vs Karl Anderson;http://njpwworld.com/p/s_series_00214_1_7;Power Struggle;Osaka Prefectural Gym;IWGP Heavyweight Title;;606
2013.12.08;TenKoji vs Gallows & Guns;http://njpwworld.com/p/s_series_00215_1_6;Worl Tag League FINAL;Aichi Prefectural Gym;World Tag League Final;;607
2013.12.23;Tanahashi & Naito vs Nakamura & Okada;http://njpwworld.com/p/s_series_00216_1_5;Road to Tokyo Dome;Korakuen Hall;;;608
2014.01.04;Young Bucks (c) vs Suzuki-gun vs Forever Hooligans vs Time Splitters;http://njpwworld.com/p/s_series_00217_1_2;Wrestle Kingdom 8;Tokyo Dome;IWGP Jr. Heavyweight Tag Titles;;609
2014.01.04;K.E.S. (c) vs Gallows & Guns;http://njpwworld.com/p/s_series_00217_1_3;Wrestle Kingdom 8;Tokyo Dome;IWGP Heavyweight Tag Titles;;610
2014.01.04;Hirooki Goto vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00217_1_8;Wrestle Kingdom 8;Tokyo Dome;;;611
2014.01.04;Prince Devitt (c) vs Kota Ibushi;http://njpwworld.com/p/s_series_00217_1_9;Wrestle Kingdom 8;Tokyo Dome;IWGP Jr. Heavyweight Title;;612
2014.01.04;Kazuchika Okada (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00217_1_10;Wrestle Kingdom 8;Tokyo Dome;IWGP Heavyweight Title;;613
2014.01.04;Shinsuke Nakamura (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00217_1_11;Wrestle Kingdom 8;Tokyo Dome;IWGP Intercontinental Title;;614
2014.01.19;La Sombra vs Ultimo Guerrero;http://njpwworld.com/p/s_series_00218_1_1;FantasticaMania Day 5;Korakuen Hall;;;615
2014.01.19;Tanahashi, Ibushi & Mistico vs Nakamura, Yujiro & Mephisto;http://njpwworld.com/p/s_series_00218_1_3;FantasticaMania Day 5;Korakuen Hall;;;616
2014.01.19;Volador Jr. (c) vs Mascara Dorada;http://njpwworld.com/p/s_series_00218_1_2;FantasticaMania Day 5;Korakuen Hall;NWA World Welterweight Title;;617
2014.02.09;Meiyu Tag vs Kazuchika Okada & YOSHI-HASHI;http://njpwworld.com/p/s_series_00219_1_3;New Beginning Hiroshima;Hiroshima Sun Plaza;;;618
2014.02.09;Gallows & Guns (c) vs K.E.S.;http://njpwworld.com/p/s_series_00219_1_4;New Beginning Hiroshima;Hiroshima Sun Plaza;IWGP Heavyweight Tag Titles;;619
2014.02.09;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00219_1_5;New Beginning Hiroshima;Hiroshima Sun Plaza;IWGP Intercontinental Title;;620
2014.02.11;The Young Bucks (c) vs Time Splitters;http://njpwworld.com/p/s_series_00220_1_1;New Beginning Osaka;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;621
2014.02.11;Kota Ibushi (c) vs El Desperado;http://njpwworld.com/p/s_series_00220_1_8;New Beginning Osaka;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;622
2014.02.11;Tetsuya Naito (c) vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00220_1_9;New Beginning Osaka;Osaka Prefectural Gym;NEVER Openweight Title;;623
2014.02.11;Kazuchika Okada (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00220_1_10;New Beginning Osaka;Osaka Prefectural Gym;IWGP Heavyweight Title;;624
2014.03.06;Meiyu Tag vs Gallows & Guns;http://njpwworld.com/p/s_series_00221_1_6;Anniversary Show;Ota Ward Gym;;;625
2014.03.06;Tanahashi & Tetsuya Naito vs Shinsuke Nakamura & Tomohiro Ishii;http://njpwworld.com/p/s_series_00221_1_7;Anniversary Show;Ota Ward Gym;;;626
2014.03.06;Kazuchika Okada vs Kota Ibushi;http://njpwworld.com/p/s_series_00221_1_8;Anniversary Show;Ota Ward Gym;;;627
2014.03.23;Shinsuke Nakamura vs Minoru Suzuki;http://njpwworld.com/p/s_series_00222_3_5;New Japan Cup FINAL;Amagasaki Gym;New Japan Cup Semi-Final;;628
2014.03.23;Ibushi, Naito & Desperado vs Okada, Ishii & Gedo;http://njpwworld.com/p/s_series_00222_3_8;New Japan Cup FINAL;Amagasaki Gym;;;629
2014.03.23;Shinsuke Nakamura vs Bad Luck Fale;http://njpwworld.com/p/s_series_00222_3_9;New Japan Cup FINAL;Amagasaki Gym;New Japan Cup Final;;630
2014.04.06;The Young Bucks (c) vs Kota Ibushi & El Desperado;http://njpwworld.com/p/s_series_00225_1_1;Invasion Attack;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;631
2014.04.06;Ryusuke Taguchi vs Prince Devitt;http://njpwworld.com/p/s_series_00225_1_5;Invasion Attack;Ryogoku Kokugikan;;;632
2014.04.06;Tomohiro Ishii (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00225_1_7;Invasion Attack;Ryogoku Kokugikan;NEVER Openweight Title;;633
2014.04.06;Gallows & Guns (c) vs Meiyu Tag;http://njpwworld.com/p/s_series_00225_1_8;Invasion Attack;Ryogoku Kokugikan;IWGP Heavyweight Tag Titles;;634
2014.04.06;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00225_1_9;Invasion Attack;Ryogoku Kokugikan;IWGP Heavyweight Title;;635
2014.05.03;The Young Bucks (c) vs Forever Hooligans;http://njpwworld.com/p/s_series_00227_1_2;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Tag Titles;;636
2014.05.03;Yuji Nagata & Manabu Nakanishi vs Meiyu Tag;http://njpwworld.com/p/s_series_00227_1_5;Wrestling Dontaku;Fukuoka National Centre;;;637
2014.05.03;Kota Ibushi (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00227_1_6;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Title;;638
2014.05.03;Tomohiro Ishii (c) vs Tomoaki Honma;http://njpwworld.com/p/s_series_00227_1_7;Wrestling Dontaku;Fukuoka National Centre;NEVER Openweight Title;;639
2014.05.03;Kazuchika Okada (c) vs AJ Styles;http://njpwworld.com/p/s_series_00227_1_10;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;640
2014.05.25;Tetsuya Naito vs Bad Luck Fale;http://njpwworld.com/p/s_series_00228_1_5;Back to Yokohama;Yokohama Arena;;;641
2014.05.25;Tomohiro Ishii (c) vs Kota Ibushi;http://njpwworld.com/p/s_series_00228_1_7;Back to Yokohama;Yokohama Arena;NEVER Openweight Title;;642
2014.05.25;Ace to King vs Meiyu Tag;http://njpwworld.com/p/s_series_00228_1_8;Back to Yokohama;Yokohama Arena;IWGP Tag Title Contendership;;643
2014.05.25;AJ Styles (c) vs Kazuchika Okada;http://njpwworld.com/p/s_series_00228_1_10;Back to Yokohama;Yokohama Arena;IWGP Heavyweight Title;;644
2014.05.30;Jushin 'Thunder' Liger vs BUSHI;http://njpwworld.com/p/s_series_00229_1_4;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;645
2014.05.30;Ricochet vs Alex Koslov;http://njpwworld.com/p/s_series_00229_1_6;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;646
2014.05.30;Kenny Omega vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00229_1_9;BoSJ Day 1;Korakuen Hall;BoSJ Block B Match;;647
2014.06.08;KUSHIDA vs Ricochet;http://njpwworld.com/p/s_series_00229_3_9;BoSJ Day 8;Yoyogi National Satdium;Best of the Super Jr's Final;;648
2014.06.21;The Young Bucks (c) vs Time Splitters;http://njpwworld.com/p/s_series_00230_1_1;DOMINION 6.21;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;649
2014.06.21;Kota Ibushi (c) vs Ricochet;http://njpwworld.com/p/s_series_00230_1_5;DOMINION 6.21;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;650
2014.06.21;Gallows & Guns (c) vs Ace to King;http://njpwworld.com/p/s_series_00230_1_8;DOMINION 6.21;Osaka Prefectural Gym;IWGP Heavyweight Tag Titles;;651
2014.06.21;Shinsuke Nakamura (c) vs Bad Luck Fale;http://njpwworld.com/p/s_series_00230_1_9;DOMINION 6.21;Osaka Prefectural Gym;IWGP Intercontinental Title;;652
2014.07.21;Togi Makabe vs Hirooki Goto;http://njpwworld.com/p/s_series_00232_1_7;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block B Match;;653
2014.07.21;Hiroshi Tanahashi vs Tomoaki Honma;http://njpwworld.com/p/s_series_00232_1_8;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block A Match;;654
2014.07.21;Shinsuke Nakamura vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00232_1_9;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block A Match;;655
2014.07.21;Kazuchika Okada vs AJ Styles;http://njpwworld.com/p/s_series_00232_1_10;G1 Climax Day 1;Hokkaido Sports Centre;G1 Climax Block B Match;;656
2014.07.26;Tomoaki Honma vs Tomohiro Ishii;http://njpwworld.com/p/s_series_00232_4_5;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block A Match;;657
2014.07.26;Yuji Nagata vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00232_4_7;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block A Match;;658
2014.07.26;Tetsuya Naito vs AJ Styles;http://njpwworld.com/p/s_series_00232_4_8;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block B Match;;659
2014.07.26;Kazuchika Okada vs Karl Anderson;http://njpwworld.com/p/s_series_00232_4_9;G1 Climax Day 4;Akita Prefectural Gym;G1 Climax Block B Match;;660
