date;match;link_jp;show;arena;other_data;link_en;ID
2001.01.04;Kensuke Sasaki vs Masahiro Chono;http://njpwworld.com/p/s_series_00157_1_5;Wrestling World 2001;Tokyo Dome;IWGP Title Tournament Semifinal;;356
2001.01.04;Hiroyoshi Tenzan vs Toshiaki Kawada;http://njpwworld.com/p/s_series_00157_1_6;Wrestling World 2001;Tokyo Dome;IWGP Title Tournament Semifinal;;357
2001.01.04;Kensuke Sasaki vs Toshiaki Kawada;http://njpwworld.com/p/s_series_00157_1_9;Wrestling World 2001;Tokyo Dome;IWGP Title Tournament Final;;358
2001.06.06;Kazuyuki Fujita (c) vs Yuji Nagata;https://njpwworld.com/p/s_series_00277_1_1;Super Force Declaration;Ryogoku Kokugikan;IWGP Heavyweight Title;;359
2001.08.12;Yuji Nagata vs Keiji Mutoh;https://njpwworld.com/p/s_series_00338_1_01;G1 Climax 2001 Day 7;Ryogoku Kokugikan;G1 Climax FINAL;;360
2001.10.08;Mutoh & Hase vs Nagata & Akiyama;http://njpwworld.com/p/s_series_00158_1_1;Indicate of Next;Tokyo Dome;;;361
2002.01.04;Minoru Tanaka & El Samurai vs Koji Kanemoto & AKIRA;https://njpwworld.com/p/s_series_00159_1_2;Wrestling World 2002;Tokyo Dome;;;362
2002.01.04;Liger, Tiger Mask & Great Sasuke vs Jado, Gedo & Dick Togo;http://njpwworld.com/p/s_series_00159_1_4;Wrestling World 2002;Tokyo Dome;;;363
2002.01.04;Mutoh & Hase vs Fujinami & Nishimura;http://njpwworld.com/p/s_series_00159_1_7;Wrestling World 2002;Tokyo Dome;;;364
2002.01.04;Jun Akiyama (c) vs Yuji Nagata;http://njpwworld.com/p/s_series_00159_1_10;Wrestling World 2002;Tokyo Dome;GHC Heavyweight Title;;365
2002.02.01;Chris Candido vs Giant Singh;https://njpwworld.com/p/s_archive_36_01_01;Fighting Spirit 2002;Hokkaido Sports Centre;;;366
2002.02.01;Manabu Nakanishi vs Yuji Nagata;https://njpwworld.com/p/s_archive_36_01_09;Fighting Spirit 2002;Hokkaido Sports Centre;IWGP Title Tournament;;367
2002.05.02;Masahiro Chono vs Mitsuharu Misawa;http://njpwworld.com/p/s_series_00160_1_1;Toukon Memorial Day;Tokyo Dome;;;368
2002.05.02;Yuji Nagata (c) vs Yoshihiro Takayama;http://njpwworld.com/p/s_series_00160_1_2;Toukon Memorial Day;Tokyo Dome;IWGP Heavyweight Title;;369
2002.08.11;Masahiro Chono vs Yoshihiro Takayama;https://njpwworld.com/p/s_series_00339_1_01;G1 Climax Day 7;Ryogoku Kokugikan;G1 Climax FINAL;;370
2002.10.02;Manabu Nakanishi vs Bob Sapp;https://njpwworld.com/p/s_series_00161_1_1;The Spiral;Tokyo Dome;;;371
2002.10.02;Yuji Nagata (c) vs Kazuyuki Fujita;https://njpwworld.com/p/s_series_00161_1_2;The Spiral;Tokyo Dome;IWGP Heavyweight Title;;372
2002.01.04;Tatsumi Fujinami vs Osamu Nishimura;https://njpwworld.com/p/s_series_00162_1_1;Wrestling World 2003;Tokyo Dome;;;373
2003.01.04;Liger, Kanemoto & Murahama vs Heat, Naruse & Tiger Mask;http://njpwworld.com/p/s_series_00162_1_6;Wrestling World 2003;Tokyo Dome;;;374
2003.01.04;TenKoji vs Chono & Nakanishi;http://njpwworld.com/p/s_series_00162_1_9;Wrestling World 2003;Tokyo Dome;;;375
2003.01.04;Yoshihiro Takayama (c) vs Tsuyoshi Kohsaka;http://njpwworld.com/p/s_series_00162_1_10;Wrestling World 2003;Tokyo Dome;NWF Heavyweight Title;;376
2003.01.04;Yuji Nagata (c) vs Josh Barnett;http://njpwworld.com/p/s_series_00162_1_11;Wrestling World 2003;Tokyo Dome;IWGP Heavyweight Title;;377
2003.03.09;Yuji Nagata (c) vs Manabu Nakanishi;https://njpwworld.com/p/s_archive_62_01_01;Hyper Battle 2003;Nagoya Rainbow Hall;IWGP Heavyweight Title;;378
2003.05.02;Kenta Kobashi (c) vs Masahiro Chono;http://njpwworld.com/p/s_series_00163_1_1;Ultimate Crush;Tokyo Dome;GHC Heavyweight Title;;379
2003.08.17;Hiroyoshi Tenzan vs Jun Akiyama;https://njpwworld.com/p/s_series_00278_1_1;G1 Climax Day 7;Ryogoku Kokugikan;G1 Climax FINAL;;380
2004.01.04;Jado & Gedo (c) vs Heat & Tiger Mask;http://njpwworld.com/p/s_series_00164_1_7;Wrestling World 2004;Tokyo Dome;IWGP Jr. Heavyweight Tag Titles;;381
2004.01.04;Takashi Sugiura (c) vs Jushin 'Thunder' Liger;http://njpwworld.com/p/s_series_00164_1_8;Wrestling World 2004;Tokyo Dome;GHC Jr. Heavyweight Title;;382
2004.01.04;Hiroshi Tanahashi (c) vs Yutaka Yoshie;https://njpwworld.com/p/s_series_00164_1_9;Wrestling World 2004;Tokyo Dome;U-30 Openweight Title;;383
2004.01.04;Minoru Suzuki vs Osamu Nishimura;http://njpwworld.com/p/s_series_00164_1_11;Wrestling World 2004;Tokyo Dome;;;384
2004.01.04;Yuji Nagata vs Kensuke Sasaki;http://njpwworld.com/p/s_series_00164_1_13;Wrestling World 2004;Tokyo Dome;;;385
2004.01.04;Shinsuke Nakamura (c) vs (c) Yoshihiro Takayama;http://njpwworld.com/p/s_series_00164_1_15;Wrestling World 2004;Tokyo Dome;IWGP/NWF Unification Match;;386
2004.03.12;Jado & Gedo (c) vs American Dragon & Curry Man;https://njpwworld.com/p/s_archive_60_01;Hyper Battle 2004;Yoyogi National Gym;IWGP Jr. Heavyweight Tag Titles;;387
2004.08.08;Kensuke Sasaki vs Yoshihiro Takayama;https://njpwworld.com/p/s_series_00279_1_1;G1 Climax Day 2;Osaka Prefectural Gym;G1 Climax Block B Match;;388
2004.08.15;Hiroshi Tanahashi vs Hiroyoshi Tenzan;https://njpwworld.com/p/s_series_00279_2_1_1;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax FINAL;;389
2004.11.13;Manabu Nakanishi & Shinsuke Nakamura vs Kazuyuki Fujita & Kendo Kashin;https://njpwworld.com/p/s_series_00280_1_1;Toukon Festival;Osaka Dome;;;390
2005.01.04;Koji Kanemoto vs Jushin 'Thunder' Liger;http://njpwworld.com/p/s_series_00165_1_2;Wrestling World 2005;Tokyo Dome;IWGP Jr. no.1 Contendership;;391
2005.01.04;Heat (c) vs Tiger Mask;http://njpwworld.com/p/s_series_00165_1_3;Wrestling World 2005;Tokyo Dome;IWGP Jr. Heavyweight Title;;392
2005.01.04;Osamu Nishimura vs Satoshi Kojima;http://njpwworld.com/p/s_series_00165_1_6;Wrestling World 2005;Tokyo Dome;Fighting Spirit Cup Final;;393
2005.01.04;Masahiro Chono vs Hiroyoshi Tenzan vs Riki Choshu;http://njpwworld.com/p/s_series_00165_1_8;Wrestling World 2005;Tokyo Dome;Three-Way Dog Fight;;394
2005.01.04;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00165_1_9;Wrestling World 2005;Tokyo Dome;IWGP U-30 Openweight Title;;395
2005.02.20;Hiroyoshi Tenzan (c) vs Satoshi Kojima (c) ;https://njpwworld.com/p/s_series_00285_1_1;New Year Gold Series;Ryogoku Kokugikan;IWGP vs Triple Crown Title Match;;396
2005.05.14;Misawa & Fujinami vs Chono & Liger;http://njpwworld.com/p/s_series_00166_1_1;Nexess VI;Tokyo Dome;;;397
2005.08.15;Kazuyuki Fujita vs Masahiro Chono;http://njpwworld.com/p/t_0_g1_01_15/e/sp/789;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax FINAL;;398
2006.01.04;Yuji Nagata vs Kazunari Murakami;http://njpwworld.com/p/s_series_00167_1_6;Toukon Shidou vol.1;Tokyo Dome;;;399
2006.01.04;Koji Kanemoto vs Shinjiro Otani;http://njpwworld.com/p/s_series_00167_1_7;Toukon Shidou vol.1;Tokyo Dome;;;400
2006.01.04;Hiroshi Tanahashi vs Katsuyori Shibata;http://njpwworld.com/p/s_series_00167_1_8;Toukon Shidou vol.1;Tokyo Dome;;;401
2006.01.04;Chono & Tenzan (c) vs Koshinaka & Omori;http://njpwworld.com/p/s_series_00167_1_10;Toukon Shidou vol.1;Tokyo Dome;IWGP Heavyweight Tag Titles;;402
2006.07.17;Hiroshi Tanahashi vs Giant Bernard;https://njpwworld.com/p/s_series_00272_1_1;Circuit 2006 Turbulence;Tsukisamu Green Dome;IWGP Heavyweight Title Tournament FINAL;;403
2006.08.13;Hiroyoshi Tenzan vs Satoshi Kojima;https://njpwworld.com/p/s_series_00342_1_01;G1 Climax Day 6;Ryogoku Kokugikan;G1 Climax FINAL;;404
2007.01.04;Shinsuke Nakamura vs Toshiaki Kawada;http://njpwworld.com/p/s_series_00168_1_6;Wrestle Kingdom;Tokyo Dome;;;405
2007.01.04;Minoru Suzuki (c) vs Yuji Nagata;http://njpwworld.com/p/s_series_00168_1_7;Wrestle Kingdom;Tokyo Dome;Triple Crown Championship;;406
2007.01.04;Hiroshi Tanahsahi (c) vs Taiyo Kea;http://njpwworld.com/p/s_series_00168_1_8;Wrestle Kingdom;Tokyo Dome;IWGP Heavyweight Title;;407
2007.01.04;TenKoji vs Mutoh & Chono;http://njpwworld.com/p/s_series_00168_1_9;Wrestle Kingdom;Tokyo Dome;;;408
2007.05.02;Yuji Nagata (c) vs Shiro Koshinaka;https://njpwworld.com/p/s_series_00284_1_1;35th Anniversary Show;Korakuen Hall;IWGP Heavyweight Title;;409
2007.08.12;Togi Makabe vs Hiroshi Tanahashi;https://njpwworld.com/p/s_series_00170_1_1/e/sp/1769;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Semi-Final;;410
2007.08.12;Hiroshi Tanahashi vs Yuji Nagata;https://njpwworld.com/p/s_series_00170_1_1/e/sp/1769;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Final;;411
2007.10.08;Yuji Nagata (c) vs Hiroshi Tanahashi;https://njpwworld.com/p/s_series_00252_1_1;Explosion '07;Ryogoku Kokugikan;IWGP Heavyweight Title;;412
2007.11.11;Hiroshi Tanahashi (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00169_1_1;Destruction;Ryogoku Kokugikan;IWGP Heavyweight Title;;413
2008.01.04;Hirooki Goto vs The Great Muta;http://njpwworld.com/p/s_series_00171_1_7;Wrestle Kingdom II;Tokyo Dome;;;414
2008.01.04;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00171_1_10;Wrestle Kingdom II;Tokyo Dome;IWGP Heavyweight Title;;415
2008.04.27;Makabe & Yano (c) vs Tenzan & Iizu;https://njpwworld.com/p/s_series_00251_1_1;Circuit 2006 Brave;Osaka Prefectural Gym;IWGP Heavyweight Tag Titles;;416
2008.08.17;Toshiaki Kawada vs Yutaka Yoshie;https://njpwworld.com/p/s_series_00343_1_1/e/sp/1769;G1 Climax Day 7;Ryogoku Kokugikan;G1 Climax Block B Match;;417
2008.08.17;Hirooki Goto vs Yuji Nagata;https://njpwworld.com/p/s_series_00343_1_1/e/sp/1769;G1 Climax Day 7;Ryogoku Kokugikan;G1 Climax Block B Match;;418
2008.08.17;Hiroshi Tanahashi vs Shinjiro Otani;https://njpwworld.com/p/s_series_00343_1_1/e/sp/1769;G1 Climax Day 7;Ryogoku Kokugikan;G1 Climax Block A Match;;419
2008.08.17;Hirooki Goto vs Togi Makabe;https://njpwworld.com/p/s_series_00343_1_01;G1 Climax Day 7;Ryogoku Kokugikan;G1 Climax FINAL;;420
2009.01.04;Yuji Nagata (c) vs Masato Tanaka;http://njpwworld.com/p/s_series_00172_1_7;Wrestle Kingdom III;Tokyo Dome;ZERO1 World Heavyweight Title;;421
2009.01.04;Nakamura & Goto vs Misawa & Sugiura;http://njpwworld.com/p/s_series_00172_1_10;Wrestle Kingdom III;Tokyo Dome;;;422
2009.01.04;Hiroshi Tanahashi (c) vs Keiji Mutoh;http://njpwworld.com/p/s_series_00172_1_11;Wrestle Kingdom III;Tokyo Dome;IWGP Heavyweight Title;;423
2009.04.05;Kazuchika Okada vs Koji Kanemoto;https://njpwworld.com/p/s_series_00293_1_01;Resolution 2009;Ryogoku Kokugikan;;;424
2009.04.05;Toru Yano vs Hirooki Goto;https://njpwworld.com/p/s_series_00293_1_07;Resolution 2009;Ryogoku Kokugikan;;;425
2009.04.05;Yuji Nagata vs Takashi Iizuka;https://njpwworld.com/p/s_series_00293_1_08;Resolution 2009;Ryogoku Kokugikan;Chain Deathmatch;;426
2009.05.03;Hiroshi Tanahashi (c) vs Hirooki Goto;https://njpwworld.com/p/s_series_00298_1_1;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;427
2009.08.16;Togi Makabe vs Takashi Sugiura;http://njpwworld.com/p/s_series_00173_1_1;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Semi-Final;;428
2009.08.16;Shinsuke Nakamura vs Hiroshi Tanahashi;https://njpwworld.com/p/s_series_00173_1_1/e/sp/1769;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Semi-Final;;429
2009.08.16;Togi Makabe vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00173_1_2;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Final;;430
2010.01.04;Devitt & Taguchi (c) vs Ultimo Guerrero & Averno;https://njpwworld.com/p/s_series_00174_1_2;Wrestle Kingdom IV;Tokyo Dome;IWGP Jr. Heavyweight Tag Titles;;431
2010.01.04;Tiger Mask (c) vs Naomichi Marufuji;http://njpwworld.com/p/s_series_00174_1_7;Wrestle Kingdom IV;Tokyo Dome;IWGP Jr. Heavyweight Title;;432
2010.01.04;Hiroshi Tanahashi vs Go Shiozki;http://njpwworld.com/p/s_series_00174_1_8;Wrestle Kingdom IV;Tokyo Dome;;;433
2010.01.04;Takashi Sugiura (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00174_1_9;Wrestle Kingdom IV;Tokyo Dome;GHC Heavyweight Title;;434
2010.01.04;Shinsuke Nakamura (c) vs Yoshihiro Takayama;http://njpwworld.com/p/s_series_00174_1_10;Wrestle Kingdom IV;Tokyo Dome;IWGP Heavyweight Title;;435
2010.04.04;Shinsuke Nakamura (c) vs Hirooki Goto;https://njpwworld.com/p/s_series_00300_1_1;New Dimension;Korakuen Hall;IWGP Heavyweight Title;;436
2010.05.03;Shinsuke Nakamura (c) vs Togi Makabe;https://njpwworld.com/p/s_series_00299_1_1;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;437
2010.06.19;Naomichi Marufuji (c) vs Prince Devitt;https://njpwworld.com/p/s_series_00283_1_1;Dominion 6.19;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;438
2010.07.19;Togi Makabe (c) vs Shinsuke Nakamura;https://njpwworld.com/p/s_archive_48_01_01;Circuit 2010 Soul;Tsukisamu Green Dome;IWGP Heavyweight Title;;439
2010.08.15;Shinsuke Nakamura vs Go Shiozaki;https://njpwworld.com/p/s_series_00344_1_1/e/sp/1769;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax Block B Match;;440
2010.08.15;Satoshi Kojima vs Hiroshi Tanahashi;https://njpwworld.com/p/s_series_00344_1_01;G1 Climax Day 8;Ryogoku Kokugikan;G1 Climax FINAL;;441
2010.10.11;Devitt & Taguchi (c) vs Ibushi & Omega;https://njpwworld.com/p/s_archive_63_01;Destruction;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;442
2011.01.04;Yuji Nagata vs Minoru Suzuki;http://njpwworld.com/p/s_series_00175_1_7;Wrestle Kingdom V;Tokyo Dome;;;443
2011.01.04;Prince Devitt (c) vs Kota Ibushi;http://njpwworld.com/p/s_series_00175_1_8;Wrestle Kingdom V;Tokyo Dome;IWGP Jr. Heavyweight Title;;444
2011.01.04;Shinsuke Nakamura vs Go Shiozaki;http://njpwworld.com/p/s_series_00175_1_11;Wrestle Kingdom V;Tokyo Dome;;;445
2011.01.04;Satoshi Kojima (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00175_1_13;Wrestle Kingdom V;Tokyo Dome;IWGP Heavyweight Title;;446
2011.02.20;Hirooki Goto vs Tetsuya Naito;http://njpwworld.com/p/s_series_00176_1_2;The New Beginning;Sendai Sun Plaza Hall;;;447
2011.02.20;Hiroshi Tanahashi (c) vs Satoshi Kojima;http://njpwworld.com/p/s_series_00176_1_3;The New Beginning;Sendai Sun Plaza Hall;IWGP Heavyweight Title;;448
2011.03.20;Shinsuke Nakamura vs Yuji Nagata;http://njpwworld.com/p/s_series_00177_1_4;New Japan Cup FINAL;Amagasaki Gym;New Japan Cup Final;;449
2011.04.03;Hiroshi Tanahashi (c) vs Yuji Nagata;http://njpwworld.com/p/s_series_00178_1_1;New Dimension;Korakuen Hall;IWGP Heavyweight Title;;450
2011.05.03;Jushin 'Thunder' Liger (c) vs Mascara Dorada;http://njpwworld.com/p/s_series_00179_1_1;Wrestling Dontaku;Fukuoka National Centre;CMLL World Middleweight Title;;451
2011.05.03;Apollo 55 (c) vs No Remorse Corps;http://njpwworld.com/p/s_series_00179_1_2;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Tag Titles;;452
2011.05.03;Bad Intentions (c) vs No Limit;http://njpwworld.com/p/s_series_00179_1_3;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Tag Titles;;453
2011.05.03;Yuji Nagata vs Masato Tanaka;http://njpwworld.com/p/s_series_00179_1_4;Wrestling Dontaku;Fukuoka National Centre;;;454
2011.05.03;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00179_1_6;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;455
2011.05.15;Hiroshi Tanahashi vs Davey Richards;https://njpwworld.com/p/s_series_00180_1_1;Invasion of the East Coast;ECW Arena;;;456
2011.06.18;Ryusuke Taguchi (c) vs Mascara Dorada;http://njpwworld.com/p/s_series_00181_1_1;Dominion 6.18;Osaka Prefectural Gym;CMLL World Welterweight Title;;457
2011.06.18;Prince Devitt (c) vs Kota Ibushi;http://njpwworld.com/p/s_series_00181_1_3;Dominion 6.18;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;458
2011.06.18;Bad Intentions (c) vs (c) Takayama & Sano;http://njpwworld.com/p/s_series_00181_1_6;Dominion 6.18;Osaka Prefectural Gym;IWGP & GHC Heavy Tag Titles;;459
2011.06.18;Hiroshi Tanahashi (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00181_1_7;Dominion 6.18;Osaka Prefectural Gym;IWGP Heavyweight Title;;460
2011.07.18;Minoru Suzuki vs Satoshi Kojima;http://njpwworld.com/p/s_series_00182_1_1;New Japan Soul;Makomanai Ice Arena;;;461
2011.07.18;Hiroshi Tanahashi (c) vs Giant Bernard;http://njpwworld.com/p/s_series_00182_1_2;New Japan Soul;Makomanai Ice Arena;IWGP Heavyweight Title;;462
2011.08.01;Kota Ibushi (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00183_1_1;G1 Climax Day 1;Fukuoka National Centre;IWGP Jr. Heavyweight Title;;463
2011.08.01;Satoshi Kojima vs Minoru Suzuki;http://njpwworld.com/p/s_series_00183_1_3;G1 Climax Day 1;Fukuoka National Centre;G1 Climax Block B Match;;464
2011.08.01;Hiroshi Tanahashi vs Yuji Nagata;http://njpwworld.com/p/s_series_00183_1_4;G1 Climax Day 1;Fukuoka National Centre;G1 Climax Block A Match;;465
2011.08.14;Hiroshi Tanahashi vs Tetsuya Naito;http://njpwworld.com/p/s_series_00183_2_1;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block A Match;;466
2011.08.14;Hiroyoshi Tenzan vs Satoshi Kojima;http://njpwworld.com/p/s_series_00183_2_2;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block B Match;;467
2011.08.14;Shinsuke Nakamura vs Minoru Suzuki;http://njpwworld.com/p/s_series_00183_2_3;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax Block B Match;;468
2011.08.14;Apollo 55 (c) vs Golden Lovers;http://njpwworld.com/p/s_series_00183_2_4;G1 Climax FINAL;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;469
2011.08.14;Tetsuya Naito vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00183_2_5;G1 Climax FINAL;Ryogoku Kokugikan;G1 Climax FINAL;;470
2011.09.19;Prince Devitt vs KUSHIDA;http://njpwworld.com/p/s_series_00184_1_1;G1 Climax Special;Kobe World Hall;IWGP Jr. Heavy Title (vacant);;471
2011.09.19;Hiroshi Tanahashi (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00184_1_3;G1 Climax Special;Kobe World Hall;IWGP Heavyweight Title;;472
2011.10.10;Apollo 55 (c) vs No Remorse Corps;http://njpwworld.com/p/s_series_00185_1_2;Destruction;Ryogoku Kokugikan;IWGP Jr. Heavyweight Tag Titles;;473
2011.10.10;Satoshi Kojima vs Hiroyoshi Tenzan;http://njpwworld.com/p/s_series_00185_1_3;Destruction;Ryogoku Kokugikan;;;474
2011.10.10;MVP (c) vs Masato Tanaka;http://njpwworld.com/p/s_series_00185_1_5;Destruction;Ryogoku Kokugikan;IWGP Intercontinental Title;;475
2011.10.10;Togi Makabe vs Minoru Suzuki;http://njpwworld.com/p/s_series_00185_1_6;Destruction;Ryogoku Kokugikan;;;476
2011.10.10;Hiroshi Tanahashi (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00185_1_7;Destruction;Ryogoku Kokugikan;IWGP Heavyweight Title;;477
2011.11.12;Masato Tanaka (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00186_1_1;Power Struggle;Osaka Prefectural Gym;IWGP Intercontinental Title;;478
2011.11.12;Bad Intentions (c) vs Minoru Suzuki & Lance Archer;http://njpwworld.com/p/s_series_00186_1_2;Power Struggle;Osaka Prefectural Gym;IWGP Heavyweight Tag Titles;;479
2011.11.12;Hiroshi Tanahashi (c) vs Toru Yano;http://njpwworld.com/p/s_series_00186_1_3;Power Struggle;Osaka Prefectural Gym;IWGP Heavyweight Title;;480
2011.12.04;Shinsuke Nakamura vs Tetsuya Naito;http://njpwworld.com/p/s_series_00187_1_2;New Japan Alive;Aichi Prefectural Gym;;;481
2011.12.04;Hiroshi Tanahashi (c) vs Yuji Nagata;http://njpwworld.com/p/s_series_00187_1_3;New Japan Alive;Aichi Prefectural Gym;IWGP Heavyweight Title;;482
2012.01.04;No Remorse Corps (c) vs Apollo 55;http://njpwworld.com/p/s_series_00188_1_2;Wrestle Kingdom VI;Tokyo Dome;IWGP Jr. Heavyweight Tag Titles;;483
2012.01.04;Hirooki Goto vs Takashi Sugiura;http://njpwworld.com/p/s_series_00188_1_8;Wrestle Kingdom VI;Tokyo Dome;;;484
2012.01.04;Go Shiozaki & Marufuji vs Nakamura & Yano;http://njpwworld.com/p/s_series_00188_1_10;Wrestle Kingdom VI;Tokyo Dome;;;485
2012.01.04;Tetsuya Naito vs Keiji Mutoh;http://njpwworld.com/p/s_series_00188_1_11;Wrestle Kingdom VI;Tokyo Dome;;;486
2012.01.04;Hiroshi Tanahashi (c) vs Minoru Suzuki;http://njpwworld.com/p/s_series_00188_1_12;Wrestle Kingdom VI;Tokyo Dome;IWGP Heavyweight Title;;487
2012.02.12;Apollo 55 (c) vs No Remorse Corps;http://njpwworld.com/p/s_series_00189_1_1;The New Beginning;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles;;488
2012.02.12;TenKoji (c) vs Bad Intentions;http://njpwworld.com/p/s_series_00189_1_3;The New Beginning;Osaka Prefectural Gym;IWGP Heavyweight Tag Titles;;489
2012.02.12;Masato Tanaka (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00189_1_4;The New Beginning;Osaka Prefectural Gym;IWGP Intercontinental Title;;490
2012.02.12;Tetsuya Naito vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00189_1_5;The New Beginning;Osaka Prefectural Gym;;;491
2012.02.12;Hiroshi Tanahashi (c) vs Kazuchika Okada;http://njpwworld.com/p/s_series_00189_1_6;The New Beginning;Osaka Prefectural Gym;IWGP Heavyweight Title;;492
2012.03.04;Tanahashi, Goto & Anderson vs Nakamura, Tanaka & Yujiro;http://njpwworld.com/p/s_series_00190_1_1;40th Anniversary Show;Korakuen Hall;;;493
2012.03.04;Kazuchika Okada (c) vs Tetsuya Naito;http://njpwworld.com/p/s_series_00190_1_2;40th Anniversary Show;Korakuen Hall;IWGP Heavyweight Title;;494
2012.04.08;Hiroshi Tanahashi vs Karl Anderson;http://njpwworld.com/p/s_series_00191_1_2;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Semi-Final;;495
2012.04.08;Togi Makabe vs Hirooki Goto;http://njpwworld.com/p/s_series_00191_1_3;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Semi-Final;;496
2012.04.08;Hiroshi Tanahashi vs Hirooki Goto;http://njpwworld.com/p/s_series_00191_1_6;New Japan Cup FINAL;Korakuen Hall;New Japan Cup Final;;497
2012.05.03;Prince Devitt (c) vs Low Ki;http://njpwworld.com/p/s_series_00192_1_1;Wrestling Dontaku;Fukuoka National Centre;IWGP Jr. Heavyweight Title;;498
2012.05.03;Shinsuke Nakamura vs Karl Anderson;http://njpwworld.com/p/s_series_00192_1_3;Wrestling Dontaku;Fukuoka National Centre;;;499
2012.05.03;Kazuchika Okada (c) vs Hirooki Goto;http://njpwworld.com/p/s_series_00192_1_5;Wrestling Dontaku;Fukuoka National Centre;IWGP Heavyweight Title;;500
2012.05.27;Jushin 'Thunder' Liger vs PAC;http://njpwworld.com/p/s_series_00193_1_6;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;501
2012.05.27;Prince Devitt vs KUSHIDA;http://njpwworld.com/p/s_series_00193_1_8;BoSJ Day 1;Korakuen Hall;BoSJ Block A Match;;502
2012.06.16;Liger & Tiger Mask vs TAKA & Taichi;https://njpwworld.com/p/s_series_00194_1_2;Dominion 6.16;Osaka Prefectural Gym;IWGP Jr. Heavyweight Tag Titles (vacant);;503
2012.06.16;Low Ki (c) vs Ryusuke Taguchi;http://njpwworld.com/p/s_series_00194_1_4;Dominion 6.16;Osaka Prefectural Gym;IWGP Jr. Heavyweight Title;;504
2012.06.16;Shinsuke Nakamura & Masato Tanaka vs TenKoji;http://njpwworld.com/p/s_series_00194_1_6;Dominion 6.16;Osaka Prefectural Gym;;;505
2012.06.16;Togi Makabe vs Minoru Suzuki;http://njpwworld.com/p/s_series_00194_1_7;Dominion 6.16;Osaka Prefectural Gym;;;506
2012.06.16;Kazuchika Okada (c) vs Hiroshi Tanahashi;http://njpwworld.com/p/s_series_00194_1_8;Dominion 6.16;Osaka Prefectural Gym;IWGP Heavyweight Title;;507
2012.07.01;Nakamura & Okada vs Suwama & Shuji Kondo;https://njpwworld.com/p/s_series_00195_1_6;We Are Pro-Wrestling Love!;Ryogoku Kokugikan;;;508
2012.07.01;Hiroshi Tanahashi (c) vs Togi Makabe;https://njpwworld.com/p/s_series_00195_1_8;We Are Pro-Wrestling Love!;Ryogoku Kokugikan;IWGP Heavyweight Title;;509
2012.07.22;Hirooki Goto (c) vs Shinsuke Nakamura;http://njpwworld.com/p/s_series_00196_1_4;Kizuna Road;Yamagata Sports Centre;IWGP Intercontiental Title;;510
2012.07.22;Hiroshi Tanahashi (c) vs Masato Tanaka;http://njpwworld.com/p/s_series_00196_1_5;Kizuna Road;Yamagata Sports Centre;IWGP Heavyweight Title;;511
2012.08.01;Yuji Nagata vs Karl Anderson;http://njpwworld.com/p/s_series_00197_1_3;G1 Climax Day 1;Korakuen Hall;G1 Climax Block A Match;;512
